1 2383.793422758032
2 2275.4091816929254
3 2167.6911650162283
4 2048.9769663181582
5 1903.6473296831593
6 1868.3985408675503
7 1754.9776760656532
8 1595.2073429421755
9 1618.9998366328775
10 1440.9391522650028
11 1476.1564962280981
12 1685.1904859858691
13 1798.176019995318
14 2044.333187264412
15 1845.6155852040679
16 2028.5024938331103
17 2343.00750823388
18 2140.947749431738
19 2133.670430020943
20 2569.955763235495
21 2195.619710190155
22 2560.7455037184814
23 2856.2823062491307
24 2620.0955840484803
25 2734.0670115385165
26 2792.141466353414
27 2974.9579177634178
28 2848.484833042704
29 2947.242175078909
30 2797.988201777377
31 2873.768449847591
32 2879.3937453458443
