x,y,class
57237,41749,class1
55576,41873,class1
53611,42444,class1
52570,42476,class1
53340,39854,class1
53417,43154,class1
51634,41676,class1
56679,42675,class1
51853,42724,class1
54172,41958,class1
56370,40191,class1
55843,43461,class1
53142,43422,class1
52714,41735,class1
53632,43440,class1
51271,41252,class1
55264,42101,class1
53628,45140,class1
52895,40396,class1
52425,41797,class1
56661,40693,class1
53281,43550,class1
51379,48160,class2
50876,49734,class2
50929,52530,class2
48904,50964,class2
52581,48207,class2
49541,47532,class2
49049,50053,class2
48720,48943,class2
52221,48520,class2
51436,48575,class2
50507,50951,class2
47763,47492,class2
49230,49949,class2
50719,47508,class2
51858,49406,class2
50350,48070,class2
49899,48712,class2
50925,48541,class2
51152,48744,class2
51496,46588,class2
52169,49412,class2
50095,50565,class2
59379,48500,class3
58730,46803,class3
60514,47708,class3
57717,48281,class3
58018,42944,class3
60797,47826,class3
58862,46266,class3
61395,46119,class3
62447,45235,class3
61794,45089,class3
60479,45423,class3
60710,45087,class3
59953,45389,class3
59850,46681,class3
59356,45572,class3
60249,47899,class3
59692,44645,class3
58485,43415,class3
59029,43137,class3
63134,47142,class3
62307,45105,class3
59998,46912,class3
59461,51341,class4
59200,52802,class4
60013,52410,class4
59797,51090,class4
58670,51762,class4
62246,51019,class4
62336,54289,class4
58854,52919,class4
57681,51657,class4
60320,49012,class4
55095,52085,class4
61744,53939,class4
61004,52248,class4
56054,52169,class4
57388,51212,class4
58438,51888,class4
58281,54245,class4
59770,52990,class4
59047,53225,class4
60005,50898,class4
58147,53037,class4
59753,52591,class4
46559,46467,class5
45492,45184,class5
45255,49117,class5
41745,43699,class5
44343,46331,class5
45236,46488,class5
43759,47038,class5
44121,45686,class5
44777,44263,class5
45483,49576,class5
44781,45786,class5
43126,46942,class5
45070,46149,class5
45419,45927,class5
44630,45910,class5
44955,44084,class5
42205,44895,class5
45018,45803,class5
44657,45522,class5
45455,47051,class5
43759,44307,class5
44147,47245,class5
36873,44927,class6
38370,43590,class6
37080,44440,class6
38472,44317,class6
38633,44936,class6
35812,44237,class6
36798,43188,class6
37621,44330,class6
37488,43554,class6
38046,43222,class6
38384,44349,class6
36328,41576,class6
37878,44712,class6
37712,41709,class6
37961,43017,class6
39717,45768,class6
39118,43300,class6
37594,43236,class6
35422,43143,class6
35514,43719,class6
36552,42273,class6
36940,44599,class6
38961,50227,class7
36380,52882,class7
35159,50779,class7
36821,50119,class7
36875,49080,class7
37730,52956,class7
33588,49671,class7
36632,50048,class7
34530,49906,class7
35660,50287,class7
36861,48856,class7
35103,50857,class7
35412,50437,class7
31544,51040,class7
37330,47493,class7
34822,51148,class7
34845,46900,class7
35706,52352,class7
37009,50665,class7
37350,50837,class7
35860,51362,class7
35272,50981,class7
31518,45790,class8
33363,45845,class8
28960,43900,class8
31451,44728,class8
34201,45579,class8
30786,43828,class8
31857,46295,class8
30138,45972,class8
31176,45220,class8
30517,46707,class8
29241,45255,class8
29210,43704,class8
32405,46570,class8
30821,42973,class8
31145,45032,class8
30682,45890,class8
31737,43229,class8
31207,45861,class8
30196,46361,class8
31589,43691,class8
31788,45290,class8
29649,45100,class8
23232,45993,class9
23335,44159,class9
25373,45642,class9
24222,46031,class9
22267,42799,class9
24262,42826,class9
21951,43577,class9
23049,46303,class9
22111,46728,class9
20848,44658,class9
22065,46398,class9
25001,45627,class9
21975,45075,class9
23546,44360,class9
21894,45553,class9
24885,46243,class9
21313,45338,class9
22593,45289,class9
22650,44599,class9
24053,47675,class9
20960,43907,class9
22358,44973,class9
54441,36098,class10
54656,35199,class10
55961,36119,class10
57531,34633,class10
57117,35949,class10
54804,34530,class10
56280,36718,class10
55952,34236,class10
55716,34829,class10
56076,35702,class10
56576,35512,class10
55690,36922,class10
58122,34536,class10
56985,35542,class10
56465,36117,class10
55909,35079,class10
58275,34756,class10
57302,35955,class10
56910,36503,class10
56083,34642,class10
56661,33449,class10
56001,35127,class10
62728,24002,class11
58176,26916,class11
60556,26861,class11
60056,28356,class11
58700,27188,class11
61376,28001,class11
60284,23186,class11
60205,28420,class11
58462,28535,class11
61396,27293,class11
58260,28670,class11
60182,27285,class11
57627,27881,class11
62591,26993,class11
60114,27116,class11
60523,27329,class11
61901,27525,class11
61444,25396,class11
60748,25040,class11
59391,27516,class11
59325,27351,class11
62761,29305,class11
57935,60848,class12
57641,60726,class12
56977,59124,class12
56193,57306,class12
59212,58881,class12
60022,56705,class12
59461,57251,class12
59520,57478,class12
56837,58776,class12
54707,58958,class12
57270,58393,class12
55775,60586,class12
55762,60953,class12
60236,58666,class12
59145,57682,class12
58755,58852,class12
59632,59033,class12
57806,56025,class12
58350,59869,class12
56503,61166,class12
60861,60660,class12
57996,57100,class12
37289,35052,class13
35221,36740,class13
34808,33214,class13
35928,38445,class13
35500,37367,class13
35512,36208,class13
37647,35555,class13
35552,35365,class13
34946,37735,class13
34657,37659,class13
35630,35459,class13
34820,37180,class13
36208,36470,class13
36452,37390,class13
35397,38645,class13
35946,35699,class13
36476,38652,class13
33950,37142,class13
36629,38099,class13
33790,38439,class13
35751,36873,class13
34499,35534,class13
34747,60283,class14
36930,55331,class14
36088,59612,class14
36024,58025,class14
35608,59727,class14
35873,57697,class14
35848,59537,class14
39108,56012,class14
34899,58230,class14
35393,59625,class14
35111,58432,class14
34771,59105,class14
37828,57851,class14
34340,61421,class14
35128,56951,class14
35824,58802,class14
37456,56022,class14
36887,58929,class14
35152,57713,class14
33776,55987,class14
34503,57015,class14
34697,59793,class14
32249,59188,class15
32238,58780,class15
31067,60362,class15
30885,61062,class15
32602,62162,class15
28721,59763,class15
31730,60252,class15
27471,62782,class15
29754,63112,class15
29643,57325,class15
30571,61249,class15
29218,59842,class15
31812,61323,class15
31379,58565,class15
32587,59699,class15
31575,58716,class15
29247,59944,class15
31320,60589,class15
30489,60077,class15
30890,60903,class15
29949,60400,class15
28683,57407,class16
27361,56240,class16
27876,58342,class16
26181,57969,class16
25369,55414,class16
27859,55067,class16
28794,56826,class16
26965,56632,class16
28689,57577,class16
28028,57612,class16
25210,58815,class16
25417,57487,class16
26674,53557,class16
24968,57913,class16
25350,56240,class16
25528,57475,class16
24659,58265,class16
26916,58640,class16
28152,57574,class16
26841,54215,class16
25129,54989,class16
24824,54698,class16
25784,57903,class16
20612,58724,class17
17429,60166,class17
19757,56557,class17
17751,61428,class17
19537,61008,class17
19668,59725,class17
21523,61439,class17
20802,61143,class17
20282,58698,class17
20702,61057,class17
17601,61680,class17
21104,59172,class17
19963,60202,class17
21673,59416,class17
19058,56889,class17
21628,60449,class17
18837,60633,class17
19969,62625,class17
19054,59966,class17
20836,59046,class17
19627,61579,class17
18815,62114,class17
20426,55459,class18
17849,53689,class18
19556,52167,class18
16998,52999,class18
15873,55374,class18
15793,51066,class18
16600,53018,class18
16701,54462,class18
14749,53899,class18
17282,55598,class18
17212,54748,class18
18255,53443,class18
17396,57433,class18
18909,52601,class18
15392,53579,class18
17116,51058,class18
17436,53910,class18
13742,53876,class18
17566,57245,class18
18051,55242,class18
16196,56850,class18
16437,52739,class18
9815,50653,class19
10895,49868,class19
11648,50442,class19
11109,51972,class19
9547,51751,class19
10458,50079,class19
12093,50390,class19
9095,50175,class19
11021,50533,class19
12291,48192,class19
10948,53029,class19
10893,49089,class19
8668,50711,class19
10633,50668,class19
11264,52550,class19
10203,50042,class19
9143,49825,class19
10558,50509,class19
12548,51547,class19
10282,52410,class19
10547,48630,class19
10896,49165,class19
3910,54867,class20
5927,52888,class20
4377,55602,class20
4948,56325,class20
3993,54771,class20
4103,54138,class20
6597,53337,class20
5039,52327,class20
4880,52026,class20
4525,54327,class20
3565,52922,class20
4915,55806,class20
5701,54322,class20
5607,53420,class20
4316,54712,class20
5204,51722,class20
3349,52989,class20
2642,55241,class20
4048,54140,class20
3437,53344,class20
4525,54739,class20
4929,51048,class20
8338,60319,class21
10599,60752,class21
9841,59925,class21
9538,59116,class21
11377,61415,class21
9530,61240,class21
9819,58554,class21
11279,63706,class21
9706,59947,class21
10319,62431,class21
9427,60973,class21
9325,61499,class21
12812,61175,class21
6623,59654,class21
9107,58547,class21
7736,60919,class21
13095,61223,class21
10449,62189,class21
12191,57368,class21
8531,62942,class21
13671,59637,class21
13437,62373,class21
43925,55240,class22
45375,56319,class22
42512,54055,class22
45540,54967,class22
41742,54194,class22
43450,54663,class22
42763,55722,class22
44834,56210,class22
42805,56345,class22
41207,54110,class22
41434,56533,class22
44292,56530,class22
44162,54951,class22
41982,56502,class22
42257,53491,class22
43734,56703,class22
41590,54991,class22
41348,52206,class22
45186,55167,class22
39975,56097,class22
40369,55514,class22
48067,58637,class23
46224,58268,class23
46641,58497,class23
46928,61322,class23
46518,59404,class23
47879,58868,class23
48484,58286,class23
48098,57107,class23
51139,59585,class23
47776,60314,class23
45952,59268,class23
46175,58661,class23
48454,58189,class23
48267,59212,class23
45700,58817,class23
45682,57127,class23
46415,58450,class23
46923,60229,class23
47518,59285,class23
46353,59003,class23
47806,59657,class23
47324,58063,class23
45090,57235,class23
16772,41789,class24
11505,42400,class24
14238,44307,class24
17354,43900,class24
14242,46062,class24
15175,43650,class24
11342,44595,class24
14821,42289,class24
13938,43472,class24
13033,46582,class24
14290,40911,class24
12675,42095,class24
14950,43226,class24
13145,42257,class24
15101,43498,class24
16310,42838,class24
15639,42673,class24
12302,44075,class24
14853,43182,class24
12244,41823,class24
14823,42317,class24
14839,42349,class24
17174,38765,class25
15922,35696,class25
15970,35907,class25
12878,36872,class25
14938,35990,class25
15530,39657,class25
14089,36807,class25
15630,38976,class25
15141,37401,class25
15724,38079,class25
15122,37831,class25
16008,38009,class25
15424,39497,class25
16962,38535,class25
16193,36259,class25
15343,37844,class25
14777,36426,class25
16200,37577,class25
15693,39198,class25
14941,37337,class25
15605,38513,class25
13373,37561,class25
11591,36925,class26
8711,37483,class26
10692,39078,class26
9576,36772,class26
11039,38831,class26
10024,38894,class26
9675,38100,class26
9458,36547,class26
10549,36779,class26
8508,36723,class26
10513,37095,class26
9579,39047,class26
9327,37565,class26
9795,36922,class26
10012,37549,class26
10724,37525,class26
6605,38175,class26
10436,38756,class26
11441,37960,class26
9063,39410,class26
8418,37342,class26
9709,39892,class26
4372,44685,class27
3878,43413,class27
7111,44657,class27
6102,42970,class27
3900,42414,class27
5604,44310,class27
5696,42913,class27
4431,44640,class27
4068,44238,class27
2359,43442,class27
5316,41856,class27
4828,41150,class27
917,42088,class27
6450,42774,class27
3471,45480,class27
2865,41704,class27
4470,43441,class27
4320,42737,class27
4239,43805,class27
