x,y,class
624474,837604,class1
673412,735362,class1
647442,677000,class1
532283,741384,class1
646529,742844,class1
647535,755101,class1
644131,777721,class1
521368,736923,class1
688940,798967,class1
592666,805244,class1
645068,716248,class1
666740,707391,class1
662064,644958,class1
630628,689662,class1
623268,774834,class1
617896,766560,class1
560260,629298,class1
595728,703618,class1
594177,665266,class1
544862,802997,class1
512102,686369,class1
742244,626859,class1
709853,684304,class1
662854,764737,class1
612693,778368,class1
656011,735274,class1
644769,750956,class1
688852,804551,class1
714271,804144,class1
695472,794296,class1
746441,829147,class1
632975,756806,class1
679779,842107,class1
609763,693428,class1
665375,784377,class1
783661,772895,class1
651521,719802,class1
730159,761390,class1
708303,692097,class1
657201,735978,class1
657676,809387,class1
636976,735247,class1
645990,751430,class1
634257,761114,class1
638687,658319,class1
651406,751827,class1
747619,624316,class1
623835,729538,class1
660357,757474,class1
588712,804321,class1
568583,699863,class1
486170,676920,class1
602196,605901,class1
642237,745490,class1
606020,713186,class1
728084,727247,class1
554017,771267,class1
603318,762900,class1
562936,690153,class1
617156,717859,class1
661356,736420,class1
654515,734666,class1
637992,730773,class1
709788,708315,class1
591399,697019,class1
683055,858799,class1
666771,711680,class1
675192,674079,class1
760637,769855,class1
527197,674487,class1
635082,737943,class1
723320,815272,class1
600764,726223,class1
661916,744296,class1
671573,696285,class1
627760,882730,class1
611273,753851,class1
581576,715320,class1
666541,754171,class1
701026,791071,class1
667266,731121,class1
600277,691215,class1
539874,675119,class1
607486,706829,class1
641770,710711,class1
537085,852184,class1
717308,804279,class1
718598,655512,class1
630612,770576,class1
570225,842829,class1
589675,755546,class1
640027,738368,class1
664707,722141,class1
631597,893608,class1
703403,758482,class1
616325,730469,class1
554610,782542,class1
727303,809509,class1
603709,757145,class1
694477,801480,class1
685646,736943,class1
668098,713957,class1
669410,742049,class1
653304,756314,class1
613863,789513,class1
677034,731641,class1
669700,802084,class1
624314,773405,class1
654682,759785,class1
662784,741095,class1
697927,742163,class1
646571,694895,class1
719445,660485,class1
643600,764086,class1
627929,765962,class1
703793,765552,class1
587326,773381,class1
717722,750330,class1
647744,743909,class1
642381,763897,class1
500568,750993,class1
666495,722851,class1
634389,786036,class1
611266,772133,class1
663575,790377,class1
630028,754929,class1
655401,774402,class1
643303,726933,class1
639757,719842,class1
637825,742807,class1
526898,832506,class1
711253,662676,class1
683817,848128,class1
736472,832727,class1
689529,744487,class1
679608,646448,class1
654618,842075,class1
694212,664353,class1
537054,718748,class1
668460,783930,class1
548995,826833,class1
620659,771475,class1
686313,814540,class1
631794,761185,class1
689468,762705,class1
650041,802336,class1
637600,807783,class1
628658,701860,class1
726306,751034,class1
659605,834003,class1
553865,748234,class1
655600,773478,class1
721022,679883,class1
768482,675006,class1
699489,745124,class1
639748,753096,class1
722543,622479,class1
625692,817673,class1
660975,682945,class1
653157,760124,class1
589024,670804,class1
650663,750543,class1
716474,589627,class1
713578,835966,class1
662130,816183,class1
654155,754804,class1
669277,746296,class1
495463,836789,class1
639613,739148,class1
625394,753313,class1
618863,725369,class1
622394,754662,class1
638262,768634,class1
616672,764248,class1
600013,718427,class1
647588,778720,class1
684742,730888,class1
671740,797199,class1
642232,671485,class1
648671,698132,class1
598298,828919,class1
647432,747627,class1
635713,731717,class1
637917,739863,class1
650666,740969,class1
665967,760477,class1
670430,687642,class1
630859,729998,class1
669736,723253,class1
698843,757623,class1
588593,712840,class1
551701,762639,class1
569859,678546,class1
664835,852665,class1
581169,743574,class1
708960,619575,class1
548571,694223,class1
649816,741942,class1
806622,755456,class1
607251,769005,class1
643929,740891,class1
754810,695153,class1
594100,724493,class1
550920,733481,class1
642541,745931,class1
564713,691456,class1
648355,754094,class1
723355,811885,class1
603804,809265,class1
685487,777337,class1
672669,712077,class1
629137,731945,class1
651239,704427,class1
646667,750450,class1
651903,741129,class1
593997,772357,class1
612222,835296,class1
590255,719829,class1
631051,775151,class1
632805,792317,class1
704768,782692,class1
640737,802041,class1
693011,676778,class1
616879,758050,class1
720180,797859,class1
649007,841089,class1
660715,673207,class1
709776,723601,class1
622698,732571,class1
641146,727668,class1
643696,798257,class1
587179,775954,class1
581674,711962,class1
598055,705391,class1
600201,747106,class1
641296,746985,class1
631845,770401,class1
673297,793402,class1
660784,738049,class1
604620,781401,class1
672211,763778,class1
630190,753117,class1
670390,749824,class1
586317,595754,class1
679422,711194,class1
613699,762603,class1
665574,745106,class1
664700,693976,class1
662471,737387,class1
686671,838550,class1
744621,770301,class1
653496,830221,class1
648715,742157,class1
647272,761773,class1
642831,780184,class1
697183,717780,class1
707457,670403,class1
596963,702547,class1
624454,802817,class1
730517,636864,class1
560433,682351,class1
655697,771778,class1
605001,774836,class1
665496,765913,class1
725075,738599,class1
611251,681461,class1
633447,754589,class1
696039,654217,class1
636336,744979,class1
633530,724556,class1
658676,746651,class1
715864,783203,class1
644662,743957,class1
716034,701170,class1
651015,742659,class1
643018,718141,class1
573889,768197,class1
522000,666203,class1
642735,739752,class1
569972,719314,class1
634677,757794,class1
593386,739688,class1
719701,728325,class1
588862,722314,class1
719311,712484,class1
578882,670901,class1
638470,736199,class1
619656,753686,class1
644685,766579,class1
657320,664068,class1
568141,657925,class1
668617,731357,class1
655535,761277,class1
593137,706728,class1
721988,760267,class1
660076,731450,class1
427372,690686,class1
589711,767742,class1
640776,740463,class1
777756,778256,class1
301956,680587,class2
304189,697456,class2
286274,728734,class2
294684,775224,class2
268973,695171,class2
304677,705910,class2
248748,637649,class2
429508,769553,class2
468149,505199,class2
300152,713285,class2
265902,671455,class2
295510,697555,class2
486190,609623,class2
354977,804826,class2
257975,592082,class2
355952,585755,class2
285430,654139,class2
321294,664892,class2
251150,666330,class2
179239,656042,class2
316043,704488,class2
329823,706000,class2
188186,654540,class2
281269,731328,class2
302147,686102,class2
329756,715458,class2
212262,700970,class2
318137,649994,class2
251500,776101,class2
374442,633990,class2
254640,651678,class2
448573,628620,class2
211387,657567,class2
303680,693523,class2
287690,730658,class2
447311,785205,class2
252568,814030,class2
394536,730860,class2
262168,671383,class2
215687,902015,class2
250951,817630,class2
273063,678285,class2
306763,698061,class2
350971,596085,class2
304914,695279,class2
118511,648023,class2
160133,681667,class2
448402,746414,class2
400326,624970,class2
252952,676823,class2
413463,567603,class2
278479,630939,class2
357644,695981,class2
379090,753319,class2
385257,638831,class2
325664,713566,class2
198182,677856,class2
307097,671237,class2
357196,852632,class2
304864,695367,class2
340313,638495,class2
266876,665876,class2
249076,589643,class2
527817,730208,class2
302392,702513,class2
229377,613417,class2
262537,513243,class2
306856,679919,class2
255893,641692,class2
288661,700807,class2
243986,766970,class2
337154,818050,class2
331738,776278,class2
308989,689026,class2
451071,614652,class2
369162,695258,class2
177049,597036,class2
307397,731857,class2
190542,567586,class2
214385,603317,class2
292488,660794,class2
301304,694488,class2
290450,647292,class2
240273,687785,class2
485824,759688,class2
314447,613795,class2
406046,576707,class2
247378,759626,class2
242243,710253,class2
335078,619970,class2
246400,663553,class2
319819,678401,class2
357208,755136,class2
286658,715984,class2
276224,720739,class2
286891,681374,class2
269693,862281,class2
209140,705239,class2
298335,753758,class2
405752,494260,class2
284855,658321,class2
292422,606783,class2
238952,742430,class2
286754,806287,class2
385034,613818,class2
258007,845879,class2
361385,582525,class2
256095,673479,class2
304011,514497,class2
168313,558540,class2
273517,847927,class2
269578,687993,class2
342344,657348,class2
511555,663979,class2
254044,618693,class2
329516,777613,class2
381316,720859,class2
304874,695381,class2
258057,724023,class2
312238,495053,class2
223059,671746,class2
182857,737701,class2
423758,695173,class2
319037,717022,class2
272612,637635,class2
302593,696164,class2
301289,697255,class2
340176,691290,class2
301423,696932,class2
269774,786648,class2
195108,681672,class2
298935,670226,class2
310043,795304,class2
333533,635169,class2
426326,733714,class2
316583,691734,class2
323812,738888,class2
184474,672822,class2
261698,699422,class2
298959,742981,class2
278130,681852,class2
89604,711268,class2
461411,808686,class2
386150,700336,class2
306813,508848,class2
343270,788624,class2
254266,563184,class2
221257,683381,class2
236193,657804,class2
305311,547670,class2
325404,749697,class2
305675,695663,class2
234323,590306,class2
278285,766785,class2
333181,827635,class2
310860,682650,class2
379268,814910,class2
216187,733832,class2
255081,562711,class2
221833,769105,class2
129640,884633,class2
298929,666345,class2
288914,733451,class2
298288,662068,class2
336208,747257,class2
257260,644183,class2
219122,686497,class2
256223,566418,class2
332173,749569,class2
279044,697263,class2
372608,716870,class2
279062,689829,class2
217166,843856,class2
313338,727518,class2
289905,820948,class2
280555,680463,class2
327824,620133,class2
313999,801106,class2
470379,544948,class2
316065,796247,class2
314665,670429,class2
326880,737321,class2
318119,673245,class2
375031,597847,class2
340444,724791,class2
112396,741755,class2
292787,695293,class2
264135,635170,class2
228355,583135,class2
327427,657950,class2
281909,694077,class2
340641,618502,class2
302992,783929,class2
261605,622020,class2
308884,703127,class2
304500,588762,class2
301556,642926,class2
224858,807983,class2
279515,617056,class2
358851,708462,class2
115401,744137,class2
278267,692206,class2
208702,671654,class2
403432,795471,class2
299778,680989,class2
287574,546556,class2
299755,675601,class2
264783,728023,class2
383654,611045,class2
234506,764510,class2
306197,670713,class2
370443,654541,class2
338403,771457,class2
438616,601102,class2
267318,679931,class2
228642,788724,class2
500824,652101,class2
213842,692973,class2
192836,648358,class2
326129,821426,class2
343932,724899,class2
286532,513787,class2
409264,781148,class2
299657,693101,class2
251849,548783,class2
242142,692101,class2
305206,702761,class2
292531,656755,class2
236864,671810,class2
276544,768353,class2
321631,632272,class2
301620,716356,class2
293539,671908,class2
308117,740467,class2
268889,886754,class2
450198,671650,class2
474639,808388,class2
310168,735937,class2
306114,579135,class2
296474,688624,class2
293176,687393,class2
267935,658051,class2
317528,569545,class2
404854,628067,class2
167462,739217,class2
313436,638034,class2
314521,830133,class2
123131,598832,class2
300174,705003,class2
387423,745425,class2
375555,736221,class2
312647,700813,class2
307671,666744,class2
284404,780072,class2
127621,744674,class2
164798,675178,class2
241192,694581,class2
161562,624979,class2
306397,692178,class2
355914,617956,class2
480340,753328,class2
105551,615832,class2
318130,662677,class2
296294,706268,class2
300777,698526,class2
213659,538749,class2
361449,666407,class2
282983,762833,class2
363500,627785,class2
310342,697557,class2
322064,661855,class2
317266,689739,class2
414173,576224,class2
373783,522502,class2
299009,683607,class2
122269,693718,class2
290251,628343,class2
501954,511868,class2
241183,860086,class2
313365,650658,class2
384155,681794,class2
357075,730980,class2
405179,696518,class2
277759,782826,class2
251175,650036,class2
313862,698344,class2
292696,637862,class2
326876,674638,class2
404700,650077,class2
236495,689406,class2
122456,724689,class2
310319,685436,class2
324020,701955,class2
258854,848310,class2
264032,631887,class2
344920,597392,class2
239150,710376,class2
297247,741497,class2
503089,701664,class2
320910,689103,class2
234103,840818,class2
270236,621051,class2
303997,782258,class2
188413,672057,class2
298739,713236,class2
303546,699978,class2
312521,676742,class2
334515,668787,class2
325827,672389,class2
259852,674085,class2
450020,615115,class2
322860,537630,class2
104165,624716,class2
217344,694232,class2
300574,649747,class2
283304,696351,class2
707602,445595,class3
719346,449559,class3
722639,443586,class3
773331,389931,class3
746157,439492,class3
734039,417015,class3
714751,446575,class3
731816,415757,class3
725946,426962,class3
798814,401509,class3
693737,452734,class3
669866,448338,class3
746864,439849,class3
727143,433316,class3
791514,403535,class3
721995,437391,class3
756228,419086,class3
758640,405587,class3
715675,422312,class3
596353,470604,class3
721507,453573,class3
744313,432368,class3
729257,451289,class3
666032,465155,class3
601801,494436,class3
661222,453629,class3
734450,429010,class3
766737,396198,class3
731222,429799,class3
675857,463897,class3
727705,434351,class3
727034,420199,class3
722277,425835,class3
746923,435441,class3
728171,409349,class3
633701,452224,class3
625717,482421,class3
858806,387555,class3
879462,370332,class3
704254,417902,class3
675281,454792,class3
728609,419664,class3
714079,445580,class3
771609,417188,class3
742704,423925,class3
698642,431846,class3
684258,463565,class3
791992,389182,class3
759373,432378,class3
837198,402237,class3
723729,435237,class3
764655,420356,class3
727532,423473,class3
703907,419258,class3
852401,400991,class3
730415,423241,class3
678951,451942,class3
723339,437032,class3
726016,416897,class3
736837,416432,class3
731165,429361,class3
774647,427215,class3
758669,423940,class3
710631,454883,class3
734701,423411,class3
713931,418764,class3
695455,432499,class3
724532,436536,class3
732725,438797,class3
732286,420546,class3
751345,431670,class3
741371,429784,class3
608037,468148,class3
730382,448450,class3
538607,494883,class3
740633,415965,class3
678799,450973,class3
756673,440896,class3
727534,429764,class3
749579,410194,class3
674276,430483,class3
724635,414248,class3
699875,435434,class3
744271,431399,class3
744426,435485,class3
729196,418692,class3
714355,422413,class3
719636,426645,class3
666567,454554,class3
780310,430101,class3
729233,430917,class3
752754,440390,class3
730094,429952,class3
735913,420880,class3
744772,424945,class3
749916,420994,class3
728098,444461,class3
799944,418257,class3
725809,427710,class3
872658,384157,class3
727190,430566,class3
735511,413420,class3
737941,430016,class3
748631,407613,class3
729082,423437,class3
737547,432276,class3
727500,428342,class3
734065,416944,class3
724160,426899,class3
670557,464266,class3
758317,407936,class3
720366,421439,class3
746825,435792,class3
704175,432147,class3
744121,432911,class3
777554,396988,class3
719327,426700,class3
767236,415324,class3
726918,433292,class3
755320,433793,class3
706267,436925,class3
855800,386248,class3
730682,429153,class3
768541,421293,class3
706846,447104,class3
714304,433269,class3
656849,479113,class3
732560,416695,class3
764135,419588,class3
772097,400205,class3
689286,450562,class3
743847,438935,class3
729710,432581,class3
720578,440604,class3
722499,433185,class3
755038,441249,class3
732306,423040,class3
729408,428928,class3
774783,405020,class3
733697,419916,class3
710943,446319,class3
679310,465297,class3
732703,428812,class3
