x,y,class
53920,42968,class6
52019,42206,class6
52570,42476,class6
54220,42081,class6
54268,43420,class6
52288,42408,class6
54436,39727,class6
52391,44323,class6
54995,43655,class6
53761,43403,class6
53769,43786,class6
52883,41365,class6
54448,42846,class6
53358,40498,class6
54626,43461,class6
53751,42326,class6
52714,41735,class6
53545,43025,class6
55281,41180,class6
52522,42088,class6
53825,42358,class6
54951,43538,class6
55113,40262,class6
53366,41560,class6
52425,42226,class6
53729,43219,class6
54658,41295,class6
53236,44502,class6
54569,43519,class6
55192,40969,class6
52661,42382,class6
54389,41903,class6
54931,42810,class6
55003,43219,class6
56382,43858,class6
54258,44302,class6
53785,43039,class6
53844,44271,class6
53568,38856,class6
53300,41958,class6
54027,39799,class6
54307,44020,class6
52648,43224,class6
51953,41115,class6
56370,40191,class6
53655,41979,class6
49832,41548,class6
54146,41202,class6
52375,41772,class6
54484,41591,class6
51271,41252,class6
53894,43780,class6
51496,42107,class6
55580,41750,class6
52235,43593,class6
53009,45720,class6
52895,40396,class6
52314,40370,class6
53527,43264,class6
51552,42936,class6
54356,43953,class6
51788,41827,class6
53644,44911,class6
51526,41555,class6
52460,41243,class6
52790,40829,class6
53560,43487,class6
55317,41567,class6
54211,42145,class6
52736,43734,class6
54220,41543,class6
55487,40680,class6
53164,42365,class6
54372,42125,class6
52296,42854,class6
51853,42724,class6
55470,42381,class6
55843,43461,class6
53041,41762,class6
56020,44948,class6
54572,42044,class6
55615,39213,class6
51784,42659,class6
54678,42358,class6
55264,42101,class6
53628,45140,class6
51676,41313,class6
52069,42197,class6
53695,41876,class6
52425,41797,class6
55562,40697,class6
53371,40882,class6
53015,43465,class6
53484,45006,class6
54684,41479,class6
52344,45540,class8
56100,40476,class6
57237,41749,class6
52220,40576,class6
53611,42444,class6
54594,43850,class6
51844,42736,class6
53038,41204,class6
54636,40466,class6
52845,43435,class6
53530,39504,class6
53417,43154,class6
55258,43614,class6
54519,43642,class6
51681,45290,class8
49313,41972,class6
55194,44097,class6
55109,41603,class6
53142,43422,class6
53656,41913,class6
49901,43636,class6
53632,43440,class6
53989,42372,class6
53334,41711,class6
53446,41789,class6
53340,41575,class6
53856,41857,class6
54385,42851,class6
53719,41851,class6
56661,40693,class6
54461,41699,class6
53281,43550,class6
53105,43114,class6
51737,40814,class6
50511,45158,class8
56075,43071,class6
55576,41873,class6
54356,42479,class6
54014,43208,class6
54239,41432,class6
56462,42733,class6
53340,39854,class6
55692,42420,class6
55367,43043,class6
53716,44044,class6
51634,41676,class6
56679,42675,class6
54172,41958,class6
51823,40542,class6
53576,42596,class6
55265,39986,class6
52639,41267,class6
54347,42795,class6
53612,42060,class6
53398,43770,class6
49899,48712,class8
50062,49584,class8
49344,47683,class8
50670,46231,class8
53288,48577,class8
52169,49412,class8
51152,46601,class8
50763,49169,class8
49126,46607,class8
50904,49470,class8
50881,47814,class8
53902,49665,class8
50462,47490,class8
52624,50362,class8
51021,48653,class8
50826,48127,class8
51805,49498,class8
52195,49730,class8
53579,47959,class8
50801,48595,class8
51406,49935,class8
50128,50181,class8
52315,49319,class8
51436,48575,class8
50422,49794,class8
49230,49949,class8
50468,48101,class8
52922,47579,class8
50211,47660,class8
50048,46949,class8
51858,49406,class8
51096,48445,class8
49520,49471,class8
50393,50758,class8
51586,46956,class8
54046,46829,class8
50415,50077,class8
52875,46329,class8
50095,50565,class8
50470,51527,class8
48995,47894,class8
53082,48779,class8
49852,50340,class8
52092,49784,class8
50817,50224,class8
49486,49476,class8
49049,47984,class8
48535,46223,class8
51012,48233,class8
49587,48428,class8
52464,47550,class8
49969,48068,class8
52681,47241,class8
52638,48501,class8
52221,48520,class8
52812,47526,class8
49778,47221,class8
50719,47508,class8
50193,49198,class8
50687,48010,class8
51946,46605,class8
52617,49342,class8
52617,49460,class8
50676,47882,class8
51860,47899,class8
48536,49021,class8
51504,49603,class8
51653,48685,class8
48525,47944,class8
50002,49200,class8
50184,49458,class8
53053,49269,class8
50042,49853,class8
50696,46255,class8
50300,48715,class8
51437,48623,class8
51379,48160,class8
51144,47263,class8
50876,49734,class8
51413,46135,class8
50533,49789,class8
51135,47611,class8
51320,49118,class8
52559,52735,class8
52221,48011,class8
53397,48783,class8
51245,50137,class8
50507,50951,class8
51487,49624,class8
48837,48575,class8
50652,48996,class8
49663,50428,class8
49419,45147,class8
49601,47857,class8
48350,47100,class8
48039,50185,class8
50893,51127,class8
50739,49679,class8
52081,49489,class8
51496,46588,class8
50435,48231,class8
51497,47766,class8
51939,49800,class8
50580,48511,class8
49809,50064,class8
51722,48853,class8
50358,47959,class8
50638,48026,class8
51885,49564,class8
52500,51313,class8
53006,51319,class8
50172,47860,class8
50014,49077,class8
48904,50964,class8
52581,48207,class8
