x,y,class
453320,606542,class1
520651,594591,class1
516664,660290,class1
570023,570741,class1
524035,518443,class1
544957,505968,class1
503105,577815,class1
515747,601704,class1
588509,666153,class1
533602,584471,class1
488815,736618,class1
555436,648459,class1
525149,598859,class1
527235,597804,class1
532163,487880,class1
456899,535857,class1
458240,649408,class1
449835,681607,class1
536283,664397,class1
490765,641584,class1
454105,462204,class1
452479,733351,class1
530851,640929,class1
537285,484173,class1
517205,604160,class1
523280,604275,class1
587302,609986,class1
474852,625772,class1
524603,621588,class1
541442,643798,class1
533275,597808,class1
561366,639125,class1
542921,577831,class1
535727,568446,class1
505281,579015,class1
507854,513056,class1
519839,594718,class1
543050,594144,class1
502642,615006,class1
457526,658653,class1
454100,637822,class1
478919,531404,class1
525977,595552,class1
530335,593501,class1
485899,618292,class1
520162,606713,class1
579754,607506,class1
448929,699090,class1
519817,600528,class1
590437,652317,class1
565852,731472,class1
530337,609544,class1
591664,441477,class1
518660,603100,class1
543134,515387,class1
549643,615815,class1
536765,368279,class1
490583,447151,class1
462095,603185,class1
521037,625633,class1
517783,448891,class1
504286,586215,class1
449791,508708,class1
505975,574621,class1
565315,570709,class1
505993,602027,class1
481399,639977,class1
528705,615540,class1
496874,608333,class1
509135,610403,class1
551495,534129,class1
511112,609032,class1
540324,654879,class1
518523,731755,class1
592334,554231,class1
458334,717159,class1
563760,556793,class1
498993,477685,class1
461951,676819,class1
542473,619633,class1
577696,558890,class1
528282,454400,class1
505044,648336,class1
502254,599976,class1
540724,612400,class1
527173,638401,class1
457823,732911,class1
556058,641043,class1
504892,636062,class1
519323,604971,class1
552242,597762,class1
519915,756868,class1
510063,608495,class1
465513,529132,class1
548305,789860,class1
583329,579176,class1
556448,580076,class1
533866,630754,class1
515476,610111,class1
523927,561491,class1
537745,730727,class1
496614,634895,class1
532452,620413,class1
536056,592316,class1
593310,602181,class1
496071,641507,class1
534472,723007,class1
560890,671380,class1
587630,603523,class1
465477,577209,class1
515948,599567,class1
568984,508467,class1
503169,584319,class1
474033,604815,class1
547110,635152,class1
468222,558458,class1
517396,599675,class1
530689,605173,class1
559197,707148,class1
481295,606981,class1
500864,602869,class1
530677,448636,class1
478788,536546,class1
575107,605490,class1
556865,576259,class1
502377,463742,class1
560795,506703,class1
498930,606521,class1
437919,529813,class1
478859,605506,class1
481130,571932,class1
469019,650175,class1
550219,511903,class1
548072,645976,class1
478541,641601,class1
487619,577759,class1
458678,582469,class1
512861,595314,class1
530533,617715,class1
517830,602128,class1
477762,560260,class1
582223,588889,class1
483506,616626,class1
491250,551419,class1
517028,595332,class1
518560,536665,class1
473296,675462,class1
552160,585490,class1
507965,693786,class1
573714,564928,class1
494814,606104,class1
482060,583648,class1
531755,589697,class1
450480,714996,class1
480821,565116,class1
480805,685935,class1
481631,636177,class1
545208,637065,class1
593872,697763,class1
516121,602007,class1
494339,615498,class1
482361,482641,class1
497820,561443,class1
490094,534384,class1
550220,574397,class1
556659,640497,class1
517416,602429,class1
496847,583462,class1
585333,595857,class1
592721,557481,class1
517003,601763,class1
547798,572399,class1
561044,620960,class1
511079,619668,class1
536605,619651,class1
531691,790138,class1
512216,623166,class1
524997,600241,class1
585350,632346,class1
582923,674777,class1
561809,588448,class1
511168,600267,class1
592334,549213,class1
578937,619828,class1
486686,601992,class1
577901,591721,class1
501483,581157,class1
457462,707351,class1
494877,598042,class1
484635,641845,class1
538873,607201,class1
437948,675857,class1
504769,602742,class1
553738,625842,class1
541181,592835,class1
460453,663248,class1
517324,651171,class1
552856,632819,class1
586586,524767,class1
517329,597341,class1
500534,594406,class1
512623,615916,class1
517648,602787,class1
515810,608979,class1
519226,603757,class1
565177,572012,class1
508852,610907,class1
492011,553423,class1
513857,606505,class1
519814,612122,class1
512144,604265,class1
513146,611088,class1
506292,614969,class1
555478,508284,class1
532579,545085,class1
520899,598617,class1
519082,604451,class1
435216,703332,class1
499835,663371,class1
540660,578421,class1
547839,649983,class1
485177,553455,class1
547736,556647,class1
480758,579260,class1
528189,620014,class1
557839,653593,class1
