x,y,class
624474,837604,class1
639757,719842,class1
596963,702547,class1
647442,677000,class1
646529,742844,class1
560433,682351,class1
689529,744487,class1
665496,765913,class1
688940,798967,class1
645068,716248,class1
650041,802336,class1
726306,751034,class1
522000,666203,class1
655600,773478,class1
699489,745124,class1
719311,712484,class1
578882,670901,class1
660975,682945,class1
638470,736199,class1
679779,842107,class1
644685,766579,class1
609763,693428,class1
716474,589627,class1
665375,784377,class1
651521,719802,class1
625394,753313,class1
640776,740463,class1
777756,778256,class1
684742,730888,class1
671740,797199,class1
642232,671485,class1
602196,605901,class1
642237,745490,class1
637917,739863,class1
617156,717859,class1
698843,757623,class1
709788,708315,class1
569859,678546,class1
683055,858799,class1
661916,744296,class1
671573,696285,class1
627760,882730,class1
564713,691456,class1
646667,750450,class1
651903,741129,class1
630612,770576,class1
590255,719829,class1
570225,842829,class1
664707,722141,class1
554610,782542,class1
685646,736943,class1
641146,727668,class1
613863,789513,class1
669700,802084,class1
673297,793402,class1
703793,765552,class1
664700,693976,class1
500568,750993,class1
642831,780184,class1
697183,717780,class1
228642,788724,class2
326129,821426,class2
251849,548783,class2
242142,692101,class2
298335,753758,class2
292422,606783,class2
301620,716356,class2
256095,673479,class2
273517,847927,class2
269578,687993,class2
317528,569545,class2
123131,598832,class2
375555,736221,class2
423758,695173,class2
307671,666744,class2
301289,697255,class2
241192,694581,class2
480340,753328,class2
333533,635169,class2
426326,733714,class2
295510,697555,class2
282983,762833,class2
278130,681852,class2
310342,697557,class2
257975,592082,class2
317266,689739,class2
414173,576224,class2
343270,788624,class2
321294,664892,class2
179239,656042,class2
313365,650658,class2
374442,633990,class2
404700,650077,class2
129640,884633,class2
303680,693523,class2
236495,689406,class2
310319,685436,class2
252568,814030,class2
336208,747257,class2
258854,848310,class2
264032,631887,class2
215687,902015,class2
256223,566418,class2
239150,710376,class2
279044,697263,class2
303997,782258,class2
400326,624970,class2
357644,695981,class2
314665,670429,class2
259852,674085,class2
379090,753319,class2
112396,741755,class2
304864,695367,class2
340313,638495,class2
266876,665876,class2
340641,618502,class2
224858,807983,class2
337154,818050,class2
358851,708462,class2
331738,776278,class2
451071,614652,class2
299778,680989,class2
190542,567586,class2
240273,687785,class2
601801,494436,class3
754376,441307,class3
835516,400152,class3
731222,429799,class3
825989,382573,class3
727034,420199,class3
748409,441036,class3
741044,438625,class3
694821,438629,class3
858806,387555,class3
712348,448032,class3
704254,417902,class3
742704,423925,class3
698642,431846,class3
731599,428852,class3
759373,432378,class3
723729,435237,class3
751559,416171,class3
727532,423473,class3
738674,432588,class3
852401,400991,class3
730415,423241,class3
722187,439018,class3
678951,451942,class3
526879,525216,class3
774647,427215,class3
758669,423940,class3
743252,440781,class3
729609,430923,class3
695455,432499,class3
731119,444131,class3
727608,439533,class3
741371,429784,class3
724483,439497,class3
710349,419101,class3
756673,440896,class3
657496,436294,class3
749579,410194,class3
699875,435434,class3
744426,435485,class3
824293,381793,class3
730094,429952,class3
749916,420994,class3
728098,444461,class3
738551,420372,class3
737941,430016,class3
700354,441203,class3
730326,429052,class3
730434,421618,class3
758317,407936,class3
718009,426196,class3
709712,441455,class3
855800,386248,class3
656849,479113,class3
752830,435580,class3
707602,445595,class3
719346,449559,class3
744755,433087,class3
689286,450562,class3
722639,443586,class3
793237,397111,class3
733788,448321,class3
756228,419086,class3
670181,441166,class3
744313,432368,class3
715118,427980,class3
777031,514131,class4
745840,531286,class4
740307,488714,class4
751038,671073,class4
677369,627092,class4
762051,495770,class4
760164,506435,class4
712195,635851,class4
796696,552631,class4
802570,557860,class4
735213,642892,class4
802612,570162,class4
805455,599646,class4
767444,566071,class4
814843,590897,class4
836197,552926,class4
772475,586151,class4
767571,542067,class4
746404,711452,class4
736289,679880,class4
770747,561371,class4
690720,635104,class4
751244,524922,class4
725486,606726,class4
786166,531223,class4
674058,679115,class4
766487,615168,class4
715631,547320,class4
707169,574081,class4
767753,637925,class4
758869,579689,class4
821119,600896,class4
781691,592729,class4
787310,654821,class4
768709,572825,class4
739207,505256,class4
729229,656442,class4
753770,532969,class4
746759,573321,class4
756285,616509,class4
773585,571316,class4
817531,537322,class4
769720,563067,class4
713623,563676,class4
725823,615915,class4
795930,460847,class4
795367,524976,class4
772167,575530,class4
806470,557024,class4
766135,599200,class4
775138,539533,class4
766624,480299,class4
926950,446048,class4
726266,621222,class4
754368,628556,class4
777656,553842,class4
902384,467551,class4
815738,485983,class4
823931,567654,class4
725592,592099,class4
769994,571384,class4
767817,661004,class4
778573,679864,class4
772224,555196,class4
543912,507750,class5
661501,515121,class5
530556,583551,class5
449927,418468,class5
579013,568875,class5
537184,514385,class5
558582,492568,class5
487046,528989,class5
587267,470494,class5
707247,692114,class5
436870,510435,class5
542440,516559,class5
471385,533078,class5
566938,516511,class5
527402,481730,class5
530609,519390,class5
405718,510821,class5
411476,478072,class5
384965,520358,class5
521826,539922,class5
392971,437176,class5
500522,444684,class5
547824,513124,class5
620236,415424,class5
498289,560236,class5
535487,513836,class5
527363,634845,class5
420510,533279,class5
517971,490561,class5
588428,589223,class5
453660,583238,class5
457357,528230,class5
528619,414018,class5
620940,515288,class5
626757,418320,class5
440070,431954,class5
509009,524237,class5
452814,539713,class5
484694,556198,class5
579721,620562,class5
569518,658501,class5
491150,568491,class5
543318,433657,class5
624814,477052,class5
610168,473312,class5
564353,537709,class5
618747,512079,class5
442157,514327,class5
455969,529901,class5
578297,438081,class5
631256,536315,class5
631428,453515,class5
579481,545046,class5
433465,541843,class5
526327,510705,class5
507342,507826,class5
532126,539313,class5
436829,530260,class5
537646,552727,class5
574904,492447,class5
524073,555809,class5
383640,479201,class5
641657,534263,class5
534278,560683,class5
497675,566698,class5
697678,243116,class6
653976,281532,class6
626731,317069,class6
630600,258361,class6
714750,345118,class6
666471,259694,class6
661927,282689,class6
705617,241173,class6
700826,248226,class6
624130,248440,class6
737792,304290,class6
708488,311592,class6
650327,241997,class6
600587,228975,class6
674899,234973,class6
662382,267113,class6
672492,304387,class6
661283,254949,class6
740474,393288,class6
649812,313847,class6
630557,196815,class6
629464,241145,class6
688147,241322,class6
667889,204882,class6
680671,253973,class6
662650,292592,class6
634961,177087,class6
725090,333897,class6
685772,372554,class6
659932,289255,class6
698219,203526,class6
676520,296358,class6
628316,247101,class6
662612,365301,class6
797899,451805,class6
657556,250964,class6
746598,300052,class6
748664,398591,class6
630032,290172,class6
615142,190732,class6
647083,332283,class6
577429,232649,class6
638112,289637,class6
672456,245032,class6
600666,216990,class6
692818,218910,class6
646801,325844,class6
621214,268460,class6
677295,235111,class6
735813,318486,class6
676775,277266,class6
659205,270591,class6
661396,279211,class6
660383,257188,class6
674987,273547,class6
688004,245947,class6
677094,227490,class6
625939,257289,class6
722737,274124,class6
737956,289062,class6
732688,289096,class6
674498,354582,class6
592761,207368,class6
596054,239950,class6
674483,261546,class6
341632,345178,class7
415263,370619,class7
378192,372464,class7
327064,337038,class7
359297,370949,class7
368015,292681,class7
422178,487831,class7
356894,365368,class7
450883,300266,class7
425363,445783,class7
353506,308300,class7
426988,323512,class7
379067,342401,class7
331808,322091,class7
413008,279715,class7
341776,404176,class7
375529,364284,class7
383102,366976,class7
362695,256123,class7
402713,319996,class7
392885,378233,class7
486679,299746,class7
419748,291210,class7
374397,352102,class7
361165,369305,class7
350107,437601,class7
373856,359031,class7
372401,349119,class7
367453,449121,class7
377463,362968,class7
385831,384008,class7
540052,459258,class7
290407,334361,class7
332508,369388,class7
