x,y,class
830754,656445,class1
816172,642632,class1
875320,588946,class1
836090,553666,class1
944095,704540,class1
834141,639092,class1
858997,628120,class1
819923,617399,class1
812780,635276,class1
808308,627973,class1
868777,586944,class1
848355,652762,class1
853192,621237,class1
769703,672760,class1
983609,624193,class1
767435,659742,class1
795478,653018,class1
867257,713816,class1
822799,582231,class1
795493,623079,class1
894097,564130,class1
836258,638770,class1
725411,693316,class1
824187,721313,class1
835113,638129,class1
874788,594226,class1
811045,640408,class1
806425,629019,class1
817577,599782,class1
829553,641233,class1
780758,698302,class1
835775,635385,class1
836176,639066,class1
814374,659984,class1
787165,670018,class1
765298,632123,class1
814905,686125,class1
830536,651952,class1
837750,634132,class1
819893,646919,class1
803133,663437,class1
893841,718071,class1
869331,617053,class1
847430,623157,class1
810547,597362,class1
887955,652980,class1
856277,650393,class1
945668,662295,class1
910884,606259,class1
823954,581126,class1
780635,613287,class1
827314,657722,class1
874290,682154,class1
801009,632553,class1
758093,635151,class1
834477,615434,class1
778438,668842,class1
851028,601248,class1
847403,680628,class1
809226,590160,class1
847930,639549,class1
831541,638580,class1
818121,643361,class1
880168,671935,class1
815109,645044,class1
765957,654001,class1
917544,625573,class1
783878,625178,class1
889986,596630,class1
786184,663836,class1
918549,595580,class1
873325,661718,class1
836224,622436,class1
881118,595784,class1
854502,597915,class1
877342,656313,class1
849343,644126,class1
796153,621598,class1
806313,641996,class1
847671,637692,class1
869123,660870,class1
848927,645583,class1
800992,654397,class1
877837,634860,class1
836202,600653,class1
803719,688801,class1
812864,648497,class1
871038,632419,class1
848660,637062,class1
870340,608506,class1
839706,604004,class1
773106,587731,class1
838636,638170,class1
833424,637495,class1
803393,632114,class1
806771,696582,class1
837422,684164,class1
808230,615889,class1
839817,657140,class1
836065,643735,class1
832197,640740,class1
826449,642156,class1
864411,657059,class1
859075,596485,class1
821763,646463,class1
752624,684688,class1
761780,639502,class1
814196,638101,class1
837052,638157,class1
897135,678084,class1
839617,656945,class1
818902,650155,class1
840603,639421,class1
788208,596833,class1
830238,629304,class1
961248,667934,class1
821180,615439,class1
865014,601082,class1
812456,609760,class1
850548,639470,class1
846404,608400,class1
844405,710620,class1
834271,681372,class1
892746,564842,class1
832917,653009,class1
815156,643108,class1
862657,628917,class1
736311,562847,class1
836640,689624,class1
828915,641716,class1
827016,648159,class1
717529,589445,class1
828640,621078,class1
825800,639916,class1
867216,629792,class1
788063,640066,class1
804909,659876,class1
828224,658191,class1
865774,654156,class1
831381,628919,class1
831414,641690,class1
808631,648619,class1
789304,619247,class1
845460,690530,class1
836208,638514,class1
868895,604801,class1
808291,631630,class1
894943,635233,class1
864186,639299,class1
841314,705207,class1
582187,245841,class2
561214,239273,class2
603094,315792,class2
572393,258106,class2
563936,163930,class2
627272,253882,class2
568248,211315,class2
454114,291335,class2
580020,185292,class2
542857,258775,class2
536737,275481,class2
604791,256206,class2
598596,199243,class2
536423,156254,class2
674097,262961,class2
532044,241957,class2
542553,222643,class2
