x,y,class
53920,42968,class9
52019,42206,class9
52570,42476,class9
54220,42081,class9
54268,43420,class9
52288,42408,class9
54436,39727,class9
52391,44323,class9
54995,43655,class9
53761,43403,class9
53769,43786,class9
52883,41365,class9
54448,42846,class9
53358,40498,class9
54626,43461,class9
53751,42326,class9
52714,41735,class9
53545,43025,class9
55281,41180,class9
52522,42088,class9
53825,42358,class9
54951,43538,class9
55113,40262,class9
53366,41560,class9
52425,42226,class9
53729,43219,class9
54658,41295,class9
53236,44502,class9
54569,43519,class9
55192,40969,class9
52661,42382,class9
54389,41903,class9
54931,42810,class9
55003,43219,class9
56382,43858,class9
54258,44302,class9
53785,43039,class9
53844,44271,class9
53568,38856,class9
53300,41958,class9
54027,39799,class9
54307,44020,class9
52648,43224,class9
51953,41115,class9
56370,40191,class9
53655,41979,class9
49832,41548,class9
54146,41202,class9
52375,41772,class9
54484,41591,class9
51271,41252,class9
53894,43780,class9
51496,42107,class9
55580,41750,class9
52235,43593,class9
53009,45720,class9
52895,40396,class9
52314,40370,class9
53527,43264,class9
51552,42936,class9
54356,43953,class9
51788,41827,class9
53644,44911,class9
51526,41555,class9
52460,41243,class9
52790,40829,class9
53560,43487,class9
55317,41567,class9
54211,42145,class9
52736,43734,class9
54220,41543,class9
55487,40680,class9
53164,42365,class9
54372,42125,class9
52296,42854,class9
51853,42724,class9
55470,42381,class9
55843,43461,class9
53041,41762,class9
56020,44948,class9
54572,42044,class9
55615,39213,class9
51784,42659,class9
54678,42358,class9
55264,42101,class9
53628,45140,class9
51676,41313,class9
52069,42197,class9
53695,41876,class9
52425,41797,class9
55562,40697,class9
53371,40882,class9
53015,43465,class9
53484,45006,class9
54684,41479,class9
52344,45540,class11
56100,40476,class9
57237,41749,class9
52220,40576,class9
53611,42444,class9
54594,43850,class9
51844,42736,class9
53038,41204,class9
54636,40466,class9
52845,43435,class9
53530,39504,class9
53417,43154,class9
55258,43614,class9
54519,43642,class9
51681,45290,class11
49313,41972,class9
55194,44097,class9
55109,41603,class9
53142,43422,class9
53656,41913,class9
49901,43636,class9
53632,43440,class9
53989,42372,class9
53334,41711,class9
53446,41789,class9
53340,41575,class9
53856,41857,class9
54385,42851,class9
53719,41851,class9
56661,40693,class9
54461,41699,class9
53281,43550,class9
53105,43114,class9
51737,40814,class9
50511,45158,class11
56075,43071,class9
55576,41873,class9
54356,42479,class9
54014,43208,class9
54239,41432,class9
56462,42733,class9
53340,39854,class9
55692,42420,class9
55367,43043,class9
53716,44044,class9
51634,41676,class9
56679,42675,class9
54172,41958,class9
51823,40542,class9
53576,42596,class9
55265,39986,class9
52639,41267,class9
54347,42795,class9
53612,42060,class9
53398,43770,class9
49899,48712,class11
50062,49584,class11
49344,47683,class11
50670,46231,class11
53288,48577,class11
52169,49412,class11
51152,46601,class11
50763,49169,class11
49126,46607,class11
50904,49470,class11
50881,47814,class11
53902,49665,class11
50462,47490,class11
52624,50362,class11
51021,48653,class11
50826,48127,class11
51805,49498,class11
52195,49730,class11
53579,47959,class11
50801,48595,class11
51406,49935,class11
50128,50181,class11
52315,49319,class11
51436,48575,class11
50422,49794,class11
49230,49949,class11
50468,48101,class11
52922,47579,class11
50211,47660,class11
50048,46949,class11
51858,49406,class11
51096,48445,class11
49520,49471,class11
50393,50758,class11
51586,46956,class11
54046,46829,class11
50415,50077,class11
52875,46329,class11
50095,50565,class11
50470,51527,class11
48995,47894,class11
53082,48779,class11
49852,50340,class11
52092,49784,class11
50817,50224,class11
49486,49476,class11
49049,47984,class11
48535,46223,class11
51012,48233,class11
49587,48428,class11
52464,47550,class11
49969,48068,class11
52681,47241,class11
52638,48501,class11
52221,48520,class11
52812,47526,class11
49778,47221,class11
50719,47508,class11
50193,49198,class11
50687,48010,class11
51946,46605,class11
52617,49342,class11
52617,49460,class11
50676,47882,class11
51860,47899,class11
48536,49021,class11
51504,49603,class11
51653,48685,class11
48525,47944,class11
50002,49200,class11
50184,49458,class11
53053,49269,class11
50042,49853,class11
50696,46255,class11
50300,48715,class11
51437,48623,class11
51379,48160,class11
51144,47263,class11
50876,49734,class11
51413,46135,class11
50533,49789,class11
51135,47611,class11
51320,49118,class11
52559,52735,class11
52221,48011,class11
53397,48783,class11
51245,50137,class11
50507,50951,class11
51487,49624,class11
48837,48575,class11
50652,48996,class11
49663,50428,class11
49419,45147,class11
49601,47857,class11
48350,47100,class11
48039,50185,class11
50893,51127,class11
50739,49679,class11
52081,49489,class11
51496,46588,class11
50435,48231,class11
51497,47766,class11
51939,49800,class11
50580,48511,class11
49809,50064,class11
51722,48853,class11
50358,47959,class11
50638,48026,class11
51885,49564,class11
52500,51313,class11
53006,51319,class11
50172,47860,class11
50014,49077,class11
48904,50964,class11
52581,48207,class11
50885,47744,class11
51145,51511,class11
52560,50814,class11
48720,48943,class11
50949,48339,class11
47763,47492,class11
48093,48847,class11
50277,49607,class11
49807,48319,class11
52226,49015,class11
52224,49464,class11
49725,48980,class11
50350,48070,class11
50925,48541,class11
51546,49680,class11
51152,48744,class11
49375,48754,class11
49329,44378,class11
50618,50504,class11
49498,47624,class11
50908,47596,class11
51427,48795,class11
53081,49230,class11
52021,50652,class11
50696,49628,class11
51443,48057,class11
52385,48925,class11
50587,48838,class11
48529,46961,class11
50929,52530,class11
50067,49584,class11
52239,50403,class11
51380,46816,class11
49541,47532,class11
49049,50053,class11
58870,45226,class3
59374,44507,class3
59253,49893,class5
61300,45277,class3
61653,43778,class3
59953,45389,class3
60861,44796,class3
61930,46257,class3
58671,45183,class3
60593,45861,class3
58420,44781,class3
61855,46137,class3
61133,44700,class3
61112,45484,class3
63134,47142,class3
61235,45053,class3
57496,45405,class3
60372,44439,class3
60705,46366,class3
61213,48245,class3
58256,46216,class3
59183,46253,class3
60289,45788,class3
59207,45335,class3
62701,44788,class3
59882,44607,class3
61121,48956,class5
57415,44881,class3
57903,47229,class3
59331,42999,class3
60571,46112,class3
60784,47752,class3
58268,45701,class3
60763,45925,class3
62447,45235,class3
60465,48014,class3
59590,45610,class3
59217,47651,class3
62097,44621,class3
58634,43703,class3
61102,46312,class3
61878,47010,class3
61314,45663,class3
60249,47899,class3
59325,48978,class5
59029,43137,class3
60709,43461,class3
57817,45498,class3
61299,47746,class3
59362,45997,class3
62307,45105,class3
60231,47183,class3
59998,46912,class3
60739,45570,class3
61708,45883,class3
59066,46619,class3
58730,46803,class3
57717,48281,class3
57203,47382,class3
58348,48287,class3
60470,45476,class3
58924,46965,class3
58862,46266,class3
59400,47672,class3
60414,45052,class3
61598,45003,class3
58813,47990,class3
60992,44265,class3
59974,44364,class3
61145,45932,class3
60710,45087,class3
58694,46824,class3
59850,46681,class3
58608,47945,class3
58911,46230,class3
61417,43176,class3
59191,45551,class3
58485,43415,class3
62141,43026,class3
63370,45884,class3
58197,44714,class3
61331,43082,class3
60972,44250,class3
60424,43917,class3
62171,44736,class3
59684,46141,class3
60644,45680,class3
59411,48115,class3
59823,44185,class3
62181,49244,class5
60035,45759,class3
58759,46105,class3
60797,47826,class3
62939,44089,class3
61491,48260,class3
62262,46903,class3
59795,44489,class3
61395,46119,class3
58232,46796,class3
57976,45578,class3
61077,45880,class3
61777,47582,class3
62496,43916,class3
60479,45423,class3
58601,47656,class3
61032,44031,class3
58181,46222,class3
59356,45572,class3
55896,47225,class3
59692,44645,class3
60897,44915,class3
59337,42941,class3
57962,46260,class3
57813,45740,class3
59822,47324,class3
61761,48521,class3
61106,45858,class3
60987,46482,class3
61157,45321,class3
61543,46490,class3
57516,45058,class3
60514,47708,class3
58018,42944,class3
62275,46474,class3
62269,47075,class3
59431,46355,class3
59818,45806,class3
58318,47500,class3
60973,43825,class3
58218,44486,class3
60205,46653,class3
60403,46465,class3
60188,45957,class3
59305,44215,class3
60642,46219,class3
61794,45089,class3
60606,47553,class3
61284,45441,class3
61676,45255,class3
59277,44809,class3
59148,47748,class3
61285,44544,class3
59927,45471,class3
59855,45241,class3
62672,43501,class3
61648,47644,class3
61623,44381,class3
60987,48401,class3
60802,47068,class3
61971,46440,class3
59182,50285,class5
59748,52499,class5
58046,53129,class5
61496,51630,class5
57852,53639,class5
59985,54614,class5
57490,50448,class5
59352,48444,class3
58417,52216,class5
60418,51972,class5
58854,52919,class5
60774,53105,class5
61213,49916,class5
55095,52085,class5
57194,52148,class5
61975,52117,class5
58438,51888,class5
59017,51283,class5
60119,54375,class5
59899,50243,class5
62409,53289,class5
59807,48360,class3
60373,53833,class5
60248,51796,class5
60684,53227,class5
61369,51251,class5
58147,53037,class5
59753,52591,class5
60652,51129,class5
59461,51341,class5
58158,49589,class5
61310,49722,class5
59200,52802,class5
59593,51890,class5
56593,51088,class5
59163,55436,class5
60981,52675,class5
60806,52983,class5
59334,48886,class5
57234,52296,class5
62246,51019,class5
60982,50994,class5
61562,49999,class5
59552,50865,class5
59088,53114,class5
59087,49401,class5
57564,52301,class5
61744,53939,class5
58386,54126,class5
60678,50751,class5
57622,49400,class5
60525,50455,class5
59770,52990,class5
59152,52109,class5
58007,51251,class5
60072,51501,class5
61512,52776,class5
60005,50898,class5
60165,49050,class5
59865,51003,class5
58335,50170,class5
58052,52197,class5
62430,53034,class5
60343,52190,class5
59949,51416,class5
60403,53557,class5
57196,52798,class5
60011,49886,class5
57242,49888,class5
56580,50897,class5
56608,53024,class5
58583,52766,class5
58547,53001,class5
62336,54289,class5
64691,50948,class5
57681,51657,class5
60945,52204,class5
58014,53809,class5
61347,49963,class5
60564,52271,class5
59474,51569,class5
59922,51370,class5
60617,52220,class5
58855,51176,class5
57548,53060,class5
57486,51799,class5
62641,51926,class5
59666,52447,class5
61682,51161,class5
58859,51826,class5
59471,50576,class5
59316,50743,class5
58702,51112,class5
58906,50218,class5
58633,54156,class5
59252,49744,class5
62330,52499,class5
60574,51754,class5
60484,51739,class5
60563,49392,class5
60013,52410,class5
57890,53523,class5
59797,51090,class5
58670,51762,class5
60313,49557,class5
56378,51069,class5
58622,50401,class5
58860,51752,class5
61255,52264,class5
58647,53533,class5
62442,52636,class5
61004,52248,class5
56054,52169,class5
60445,52542,class5
59447,51355,class5
58059,53563,class5
57587,52335,class5
60038,53227,class5
59047,53225,class5
60163,52927,class5
57061,49822,class5
58286,52031,class5
59838,50740,class5
60235,50875,class5
59972,50086,class5
61787,53406,class5
60086,50479,class5
59818,50359,class5
59427,51337,class5
59379,48500,class3
58801,52767,class5
58936,51829,class5
58176,53199,class5
59128,50589,class5
59307,52419,class5
61265,51193,class5
59533,51023,class5
60657,50999,class5
57791,52937,class5
60801,50837,class5
60502,53335,class5
60320,49012,class5
59457,52582,class5
58792,52100,class5
57652,51718,class5
57388,51212,class5
58281,54245,class5
62349,52922,class5
57964,48880,class5
59620,52129,class5
43478,45608,class15
45419,45927,class15
46656,46590,class15
45018,45803,class15
43759,44307,class15
42188,44864,class15
43054,45478,class15
45434,43766,class15
44946,42258,class15
43835,45332,class15
43462,45636,class15
44202,45854,class15
45537,45294,class15
44871,46713,class15
43519,46607,class15
45255,49117,class15
45792,44032,class15
43714,42881,class15
44310,46642,class15
45233,43756,class15
44444,44968,class15
43338,46099,class15
42970,46238,class15
41967,46740,class15
44441,45522,class15
44777,44263,class15
44436,47374,class15
43155,45637,class15
45590,45829,class15
44781,45786,class15
43601,46919,class15
46305,45959,class15
41869,44010,class15
43346,44722,class15
42205,44895,class15
44128,43566,class15
42729,46022,class15
44993,47285,class15
43292,46926,class15
43911,45724,class15
43953,45891,class15
45779,47297,class15
42357,44214,class15
44328,43843,class15
42809,47544,class15
43157,42754,class15
43925,45390,class15
43115,47237,class15
43073,45662,class15
45030,47358,class15
44305,47441,class15
44191,46111,class15
45748,45373,class15
41650,44288,class15
42350,45677,class15
44121,45686,class15
42073,47804,class15
43537,44164,class15
45307,46959,class15
44906,44367,class15
45483,49576,class15
46259,47739,class15
45462,46015,class15
44314,46552,class15
44773,44472,class15
44108,47308,class15
44630,45910,class15
44403,45462,class15
45455,47051,class15
44222,47283,class15
44720,46277,class15
41762,45856,class15
44441,44084,class15
46080,45581,class15
44860,45401,class15
45467,46484,class15
43637,47501,class15
44730,44597,class15
45639,46267,class15
45155,46300,class15
42885,43424,class15
41809,46177,class15
44570,47080,class15
45621,43643,class15
43997,43614,class15
45602,47699,class15
45323,45375,class15
44009,45753,class15
45568,45030,class15
41393,47923,class15
44731,45782,class15
45463,44569,class15
40980,46486,class15
43674,44582,class15
45222,46187,class15
44653,46583,class15
41685,46400,class15
43546,46236,class15
46164,46580,class15
45144,44224,class15
44657,45522,class15
45636,44805,class15
43893,45804,class15
46325,46465,class15
43637,46126,class15
44980,46433,class15
43154,46704,class15
46369,46355,class15
45492,45184,class15
43310,47950,class15
45171,45436,class15
44134,45523,class15
45170,46219,class15
44343,46331,class15
44628,44128,class15
45053,41413,class15
43236,42815,class15
42442,46509,class15
43759,47038,class15
45990,47668,class15
42589,46455,class15
43547,46694,class15
41543,44527,class15
44149,46507,class15
43133,44100,class15
43126,46942,class15
45410,45844,class15
45070,46149,class15
45122,46441,class15
44795,45763,class15
44955,44084,class15
45013,46448,class15
43759,46136,class15
45917,46768,class15
44147,47245,class15
45202,45985,class15
40567,45043,class21
41319,43486,class21
46559,46467,class15
46176,44368,class15
45222,44704,class15
42722,46767,class15
41645,44900,class15
43028,46704,class15
43797,45072,class15
43056,45372,class15
41745,43699,class15
47649,44608,class15
45236,46488,class15
46727,44810,class15
37419,43143,class21
37688,42247,class21
38376,43893,class21
36237,45217,class21
38722,44656,class21
38742,45054,class21
38421,45050,class21
37021,45533,class21
37149,42966,class21
36392,42287,class21
36035,44994,class21
37456,43316,class21
36940,44599,class21
38839,45059,class21
38276,44131,class21
40551,43121,class21
35426,43662,class21
37080,44440,class21
38532,46215,class21
38633,44936,class21
38642,43168,class21
39339,43794,class21
38452,41706,class21
37408,42437,class21
36730,42052,class21
39154,45425,class21
39714,43112,class21
39198,44876,class21
35566,43812,class21
38652,43589,class21
38257,43698,class21
36061,44909,class21
39127,44669,class21
38187,42502,class21
38313,42918,class21
36147,45864,class21
39845,43456,class21
41604,45123,class15
36236,42655,class21
36689,41595,class21
38541,45422,class21
38141,42987,class21
39051,42209,class21
37956,45047,class21
35422,43143,class21
36552,42273,class21
41287,43899,class21
39519,44357,class21
36873,44927,class21
38370,43590,class21
38020,42414,class21
36792,46817,class21
38472,44317,class21
36964,44248,class21
36798,43188,class21
37909,44007,class21
37898,42264,class21
37621,44330,class21
35834,41572,class21
35738,47404,class24
37356,43223,class21
37533,46903,class21
36513,41768,class21
34472,44986,class21
35499,44956,class21
36848,44872,class21
38384,44349,class21
36227,42607,class21
39468,45148,class21
36477,43178,class21
38840,47026,class21
37168,42902,class21
39130,44427,class21
36148,42756,class21
34465,45660,class21
38121,42817,class21
41173,45297,class15
39118,43300,class21
37594,43236,class21
39978,47150,class21
34263,44388,class21
37344,45244,class21
35668,45488,class21
38895,46953,class21
36736,41209,class21
37139,46473,class21
39769,44240,class21
37555,48222,class24
38628,42083,class21
36138,45361,class21
37989,44472,class21
36908,44224,class21
33901,42137,class21
36302,41425,class21
37457,45359,class21
35407,45071,class21
37611,43696,class21
37488,43554,class21
36494,44775,class21
36028,44106,class21
37862,44856,class21
40421,43286,class21
36328,41576,class21
37066,46005,class21
37452,45645,class21
40608,42385,class21
37533,45788,class21
36006,44533,class21
34763,47185,class24
37961,43017,class21
38628,42425,class21
35529,42411,class21
39743,44229,class21
36956,41087,class21
35990,44312,class21
37781,43675,class21
38162,42849,class21
38631,42382,class21
39806,44052,class21
38792,42731,class21
36207,44053,class21
36670,43457,class21
35812,44237,class21
37933,44275,class21
36655,43690,class21
41421,45183,class15
36624,43557,class21
37216,42103,class21
38471,45196,class21
37423,43821,class21
38879,43601,class21
36314,42899,class21
38046,43222,class21
38334,44983,class21
37281,43566,class21
36633,45907,class21
36104,44858,class21
38928,44200,class21
37878,44712,class21
36730,46380,class21
37712,41709,class21
38167,44955,class21
37277,43318,class21
37223,44069,class21
39717,45768,class21
35514,43719,class21
36436,42042,class21
38171,43484,class21
38156,42125,class21
36941,45215,class21
35579,48814,class24
37634,49608,class24
36225,48957,class24
34355,49584,class24
36650,49853,class24
35241,51921,class24
33990,50289,class24
