1 297.6634887864057
2 221.1040979840226
3 183.63538352792153
4 151.28922605707314
5 134.89173573082965
6 120.6789410580122
7 109.49042626561668
8 98.96028675383324
9 90.5890782039092
10 82.98992235260928
11 78.02540998211377
12 73.00858181182221
13 66.69896971472089
14 64.23984836905979
15 61.422308721972215
16 60.079749009714625
17 56.59185962998266
18 55.50338734216293
19 54.66113444845906
20 52.3459849686646
21 52.05156504493554
22 50.84447588431829
23 49.4124570786299
24 49.043824811272785
25 48.45311776773792
26 48.29222188576448
27 52.936630946253324
28 46.2222750274341
29 45.40279418137587
30 55.91080737574569
31 44.22601336687121
